,No,Title,Inventors,Applicants,Publication number,Earliest priority,IPC,CPC,Publication date,Earliest publication,Family number,Unnamed: 11,first publication date,second publication date,first publication number,second publication number,first publication country,second publication country,first filing year,earliest priority year,applicant country,Applicant Type,Primary_CPC,Country,Publication Year,Patent Age,Assigned Cost,patent cost,Patent Value,Market Rate,Mean Value
388,391,ELECTRIC VEHICLE WITH FUEL CELL,"HIRAMITSU YUSUKE 
TASHIRO KEISUKE",['MITSUBISHI MOTORS CORP'],JP2018085835A,1970,"B60L11/18 
H01M8/00 
H01M8/04 
H01M8/04858","['Y02E60/50 (EP) ', 'Y02T10/70 (EP)']",2018-05-31,2018-05-31,62237418,,2018-05-31,,JP2018085835A,,JP,,2018,2016,,Company - General,Y02E60/50 (EP),JP,2018.0,55,23000.0,23000.0,23000.0,15654.929577464789,15654.929577464789
389,392,POWER FEED SYSTEM OF POWER-STORAGE TYPE ELECTRIC TRAIN,"TSUTSUMI KAZUO 
GOTO FUMIYA 
MATSUMURA TAKAHIRO 
TOMITA CHIYOHARU",['KAWASAKI HEAVY IND LTD'],"JP2010193570A 
JP5322685B2",1970,"B60L11/18 
B60L3/00 
B60L5/00","['B60L1/003 (EP) ', 'B60L15/2009 (EP) ', 'B60L3/0046 (EP,US) ', 'B60L3/0069 (EP) ', 'B60L3/04 (EP) ', 'B60L50/40 (EP) ', 'B60L50/51 (EP) ', 'B60L50/66 (EP) ', 'B60L53/11 (EP) ', 'B60L53/16 (EP) ', 'B60L53/30 (EP,US) ', 'B60L53/32 (EP) ', 'B60L53/53 (EP,US) ', 'B60L58/14 (EP,US) ', 'B60L58/16 (EP) ', 'B60L58/19 (EP) ', 'B60L58/26 (EP) ', 'B60L7/14 (EP) ', 'B60L2200/26 (EP) ', 'B60L2210/10 (EP) ', 'B60L2210/30 (EP) ', 'B60L2220/12 (EP) ', 'B60L2240/421 (EP) ', 'B60L2240/547 (EP) ', 'B60L2240/549 (EP) ', 'B60L2270/145 (EP) ', 'B60L5/42 (EP) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T10/72 (EP) ', 'Y02T90/12 (EP) ', 'Y02T90/14 (EP)']","2010-09-02 
2013-10-23",2010-09-02,42819021,,2010-09-02,2013-10-23,JP2010193570A,JP5322685B2,JP,JP,2010,2009,,Company - Limited,B60L1/003 (EP),JP,,55,23000.0,23000.0,23000.0,15654.929577464789,15654.929577464789
390,393,HYDROGEN STORAGE ALLOY AND NICKEL-HYDROGEN SECONDARY BATTERY USING THE SAME,"KAWASHIMA FUMIYUKI 
SAKAMOTO TOSHIYA 
ARAI TOMOHISA",['TOSHIBA CORP'],"JP2002105563A 
JP4965760B2",1970,"C22C19/00 
H01M10/30 
H01M4/24 
H01M4/38 
C22C19/00 
H01M10/30 
H01M4/24 
H01M4/38",['Y02E60/10 (EP)'],"2002-04-10 
2012-07-04",2002-04-10,18782295,,2002-04-10,2012-07-04,JP2002105563A,JP4965760B2,JP,JP,2002,2000,,Company - General,Y02E60/10 (EP),JP,,55,23000.0,23000.0,23000.0,15654.929577464789,15654.929577464789
391,394,Pulse cycle life test method of nickel-metal hydride battery for electric automobile,"NIE JINGXUAN 
DAI RUNYI 
DU XIAOYONG 
CHEN KEYU",['CHENGDU YAJUN NEW ENERGY AUTOMOBILE TECH CO LTD'],"CN106443483A 
CN106443483B",1970,"G01R31/36 
G01R31/378",['G01R31/392 (CN)'],"2017-02-22 
2019-07-16",2017-02-22,58180854,,2017-02-22,2019-07-16,CN106443483A,CN106443483B,CN,CN,2017,2016,,Company - Limited,G01R31/392 (CN),CN,,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
392,395,"Preparation, storage and addition integrated comprehensive energy complementing vehicle based on methanol high-pressure reforming hydrogen production and power generation","QIN JIANG 
LENG SHUANG 
YU BIN 
LI CHENGJIE 
HA CHAN",['HARBIN INST TECHNOLOGY'],CN221233596U,1970,"B60L53/53 
B60L53/54 
B60L53/57 
B60P3/00 
C01B3/32 
F17C13/00 
F17C13/02 
F17C5/06 
F17C7/00",,2024-06-28,2024-06-28,91615457,,2024-06-28,,CN221233596U,,CN,,2024,2023,,Technology Company,,CN,2024.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
393,396,Grid-connected and off-grid type wind-solar-water hydrogen storage fuel cell direct current interconnection microgrid system,"ZHU YONG 
CAO XI 
LIU MINGYI 
JING TIEYAN 
LI TIANLU 
LIU DAWEI 
XU RUOCHEN 
PEI JIE 
CAO CHUANZHAO 
ZHENG JIANTAO","['HUANENG CLEAN ENERGY RES INST ', 'HUANENG GROUP TECH INNOVATION CENTER CO LTD ', 'HUANENG JILIN POWER GENERATION CO LTD']",CN212726480U,1970,"H02J3/00 
H02J3/28 
H02J3/32 
H02J3/38","['Y02E10/56 (EP) ', 'Y02E10/76 (EP) ', 'Y02E40/10 (EP) ', 'Y02E60/36 (EP) ', 'Y02E70/30 (EP)']",2021-03-16,2021-03-16,74913967,,2021-03-16,,CN212726480U,,CN,,2021,2020,,Company - Limited,Y02E10/56 (EP),CN,2021.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
394,397,Green electricity generator,DAVID ARTHUR TIBBS [GB],['DAVID ARTHUR TIBBS [GB]'],GB2617888A,1970,B60L53/00,"['B60L53/00 (EP,GB) ', 'B60L55/00 (EP)']",2023-10-25,2023-10-25,81851908,,2023-10-25,,GB2617888A,,GB,,2023,2022,GB,Individual Inventor,"B60L53/00 (EP,GB)",GB,2023.0,55,5500.0,5500.0,5500.0,15654.929577464789,15654.929577464789
395,398,Computer implemented system and method and computer program product for using battery information to automatically charge a battery,FEARN KENNETH E [US],['MAT HANDLING SERVICES LLC [US]'],US9664745B1,1970,"G01R31/36 
H02J7/00","['B60L53/65 (EP,US) ', 'B60L53/68 (EP,US) ', 'G01R31/3648 (EP,US) ', 'H02J13/00002 (EP,US) ', 'H02J7/00712 (EP,US) ', 'H02J7/007188 (EP,US) ', 'B60L2240/70 (EP,US) ', 'H02J2310/48 (EP,US) ', 'Y02T10/70 (EP,US) ', 'Y02T10/7072 (EP,US) ', 'Y02T10/72 (EP,US) ', 'Y02T90/12 (EP,US) ', 'Y02T90/14 (US) ', 'Y02T90/16 (EP,US) ', 'Y02T90/167 (EP,US) ', 'Y04S30/12 (EP,US) ', 'Y04S30/14 (EP,US)']",2017-05-30,2017-05-30,58738047,,2017-05-30,,US9664745B1,,US,,2017,2013,US,Company - General,"B60L53/65 (EP,US)",US,2017.0,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
396,399,ELECTRIC VEHICLE EMPLOYING FUEL CELLS AND RECHARGEABLE BATTERIES,"FARBER BRUCE [US] 
MENEN CHASE [US]",['WIGGINS LIFT CO INC [US]'],US2024262255A1,1970,"B60L1/00 
B60L50/75 
B60L58/13 
B60L58/24 
B60L58/32 
B60L58/40 
H01M10/46 
H01M10/48 
H01M10/613 
H01M10/615 
H01M10/625 
H01M16/00 
H01M8/04082 
H01M8/0432 
H01M8/04537 
H02J7/00 
H02J7/34","['B60L1/003 (EP,US) ', 'B60L15/2045 (EP) ', 'B60L50/75 (EP,US) ', 'B60L58/12 (EP) ', 'B60L58/13 (EP,US) ', 'B60L58/24 (US) ', 'B60L58/26 (EP) ', 'B60L58/27 (EP) ', 'B60L58/30 (EP) ', 'B60L58/32 (US) ', 'B60L58/33 (EP) ', 'B60L58/34 (EP) ', 'B60L58/40 (EP,US) ', 'H01M10/46 (EP,US) ', 'H01M10/482 (EP,US) ', 'H01M10/486 (EP,US) ', 'H01M10/613 (EP,US) ', 'H01M10/615 (EP,US) ', 'H01M10/625 (EP,US) ', 'H01M16/006 (EP,US) ', 'H01M8/04201 (EP,US) ', 'H01M8/0432 (EP,US) ', 'H01M8/04619 (EP,US) ', 'H02J7/0063 (EP,US) ', 'H02J7/34 (EP,US) ', 'B60L2260/54 (EP) ', 'H01M2220/20 (US) ', 'H01M2250/20 (US) ', 'H01M2250/402 (US) ', 'Y02T90/40 (EP)']",2024-08-08,2024-08-08,92120019,,2024-08-08,,US2024262255A1,,US,,2024,2022,US,Company - Incorporated/Corporation,"B60L1/003 (EP,US)",US,2024.0,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
397,400,Fuel cell hybrid electric vehicle energy management online optimization method based on improved genetic algorithm,"PENG CHAO 
ZOU JIANXIAO 
XIAO DONG 
XU HONGBING 
ZHU YUN",['UNIV ELECTRONIC SCI & TECH CHINA'],"CN111572369A 
CN111572369B",1970,"B60L50/75 
B60L58/40 
G05B13/02 
G05B13/04 
G06N3/12 
G06N7/02","['B60L50/75 (CN) ', 'B60L58/40 (CN) ', 'G05B13/0275 (CN) ', 'G05B13/042 (CN) ', 'G06N3/126 (CN) ', 'G06N7/023 (CN) ', 'Y02E40/70 (EP) ', 'Y02T10/70 (EP) ', 'Y02T90/40 (EP) ', 'Y04S10/50 (EP)']","2020-08-25 
2023-01-03",2020-08-25,72113880,,2020-08-25,2023-01-03,CN111572369A,CN111572369B,CN,CN,2020,2020,,Technology Company,B60L50/75 (CN),CN,,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
398,401,"FAST-CHARGING STATION AND METHOD FOR CHARGING ELECTRICALLY OPERATED LAND VEHICLES, WATERCRAFT, AIRCRAFT AND/OR WORK MACHINES AND/OR BATTERIES",JOISTEN-PIERITZ JOACHIM [DE],['DEUTZ AG [DE]'],US2022219559A1,1970,"B60L53/30 
B60L53/50 
B60L53/51 
B60L53/53 
B60L53/54 
B60L53/55 
B60L53/56 
B60L53/66","['B60L50/16 (EP) ', 'B60L53/11 (EP,US) ', 'B60L53/30 (US) ', 'B60L53/50 (US) ', 'B60L53/51 (EP,US) ', 'B60L53/53 (EP,US) ', 'B60L53/54 (EP,US) ', 'B60L53/55 (EP,US) ', 'B60L53/56 (EP,US) ', 'B60L53/57 (EP,US) ', 'B60L53/66 (US) ', 'B60L2200/10 (US) ', 'B60L2200/32 (US) ', 'B60L2200/40 (EP,US) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/12 (EP)']",2022-07-14,2020-10-29,72839776,,2022-07-14,,US2022219559A1,,US,,2022,2019,DE,Company - General,B60L50/16 (EP),US,2022.0,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
399,402,Electric vehicle energy supply device of expressway service station,"WU GUOFANG 
LIU FUJIA 
XU SHUQUAN",['RES INST HIGHWAY MINI TRANSP'],CN113114087A,1970,"B60L53/51 
B60L53/52 
B60L53/54 
F28D20/02 
H02J15/00 
H02J7/35 
H02S10/10 
H02S10/12 
H02S10/20","['B60L53/51 (CN) ', 'B60L53/52 (CN) ', 'B60L53/54 (CN) ', 'F28D20/02 (CN) ', 'H02J15/00 (CN) ', 'H02J7/35 (CN) ', 'H02S10/10 (CN) ', 'H02S10/12 (CN) ', 'H02S10/20 (CN) ', 'Y02E10/50 (EP) ', 'Y02E60/14 (EP) ', 'Y02E70/30 (EP) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/12 (EP)']",2021-07-13,2021-07-13,76722351,,2021-07-13,,CN113114087A,,CN,,2021,2021,,Individual Inventor,B60L53/51 (CN),CN,2021.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
400,403,METHOD AND SYSTEM FOR CHARGING ELECTRIC VEHICLES VIA FUEL CARTRIDGE,KINAV EMRAH [TR],['KINAV EMRAH [TR]'],US2015343920A1,1970,"B60L11/18 
H01M10/44 
H01M8/04","['B60L58/40 (EP,US) ', 'H01M16/006 (EP,US) ', 'H01M8/04208 (EP,US) ', 'H01M8/04223 (US) ', 'H01M8/04917 (EP,US) ', 'H01M8/04947 (EP,US) ', 'H01M2250/20 (EP,US) ', 'Y02E60/10 (EP) ', 'Y02E60/50 (EP) ', 'Y02T10/70 (EP) ', 'Y02T90/40 (EP,US)']",2015-12-03,2015-12-03,54700833,,2015-12-03,,US2015343920A1,,US,,2015,2014,TR,Individual Inventor,"B60L58/40 (EP,US)",US,2015.0,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
401,404,ELECTRIC VEHICLE EMPLOYING FUEL CELLS AND RECHARGEABLE BATTERIES,"FARBER BRUCE [US] 
MENEN CHASE [US]",['WIGGINS LIFT CO INC [US]'],US2024208368A1,1970,"B60L50/75 
B60L58/13 
B60L58/27 
B60L58/40","['B60L15/2045 (EP) ', 'B60L50/75 (EP,US) ', 'B60L58/12 (EP) ', 'B60L58/13 (EP,US) ', 'B60L58/27 (EP,US) ', 'B60L58/30 (EP) ', 'B60L58/40 (EP,US) ', 'Y02T90/40 (EP)']",2024-06-27,2024-06-27,91584799,,2024-06-27,,US2024208368A1,,US,,2024,2022,US,Company - Incorporated/Corporation,B60L15/2045 (EP),US,2024.0,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
402,405,Stand-by power supply,"WANG YULONG 
SUN YANXIAN 
REN NING 
PAN JIANJIAN 
NIE CHUNLEI",['ZHEJIANG CHILWEE CHUANGYUAN IND CO LTD'],CN204103541U,1970,"G01N33/00 
H02J7/00",,2015-01-14,2015-01-14,52271942,,2015-01-14,,CN204103541U,,CN,,2015,2014,,Company - Limited,,CN,2015.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
403,406,Emergency power supply,"WANG YULONG 
SUN YANXIAN 
REN NING 
PAN JIANJIAN 
NIE CHUNLEI",['ZHEJIANG CHILWEE CHUANGYUAN IND CO LTD'],CN104377752A,1970,"G01N33/00 
H02J7/00",['H02J9/00 (CN)'],2015-02-25,2015-02-25,52556480,,2015-02-25,,CN104377752A,,CN,,2015,2014,,Company - Limited,H02J9/00 (CN),CN,2015.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
404,407,Nickel-hydrogen battery system based on signal collection and control by built-in sensors,"LOU YUWAN 
ZHOU MINGMING 
PU JIANGYAN 
JIANG QIANG 
HUANG JIACHUN 
XIA BAOJIA","['SHANGHAI WANHONG POWER & ENERGY CO LTD ', 'SHANGHAI INST MICROSYS & INF']",CN203644900U,1970,H01M10/48,['Y02E60/10 (EP)'],2014-06-11,2014-06-11,50876123,,2014-06-11,,CN203644900U,,CN,,2014,2013,,Company - Limited,Y02E60/10 (EP),CN,2014.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
405,408,ECOLOGICAL PARKING LOT FOR BICYCLE,KAWABATA SHUNJI,['KAWABATA SHUNJI'],JP2005295616A,1970,"F17C11/00 
H01M8/00 
H01M8/04 
H02J7/00 
H02J7/35 
F17C11/00 
H01M8/00 
H01M8/04 
H02J7/00 
H02J7/35","['Y02E10/76 (EP) ', 'Y02E60/32 (EP) ', 'Y02E60/50 (EP)']",2005-10-20,2005-10-20,35327954,,2005-10-20,,JP2005295616A,,JP,,2005,2004,,Individual Inventor,Y02E10/76 (EP),JP,2005.0,55,23000.0,23000.0,23000.0,15654.929577464789,15654.929577464789
406,409,Two energy source electric automobile energy management system based on fuzzy control,"XING FENG 
ZOU CHANGPING 
WEI XIANKUN",['UNIV CHONGQING TECH & BUSINESS'],CN204526865U,1970,B60L11/18,"['Y02T10/70 (EP) ', 'Y02T10/72 (EP)']",2015-08-05,2015-08-05,53740905,,2015-08-05,,CN204526865U,,CN,,2015,2015,,Technology Company,Y02T10/70 (EP),CN,2015.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
407,410,Plasma hydrogen production device for new energy automobiles,"YUAN RONG 
FANG WENLIANG",['ANHUI ZHIZHI INFORMATION TECH CO LTD'],CN107808967A,1970,"H01M8/04082 
H01M8/0612","['H01M8/04201 (CN) ', 'H01M8/0612 (CN) ', 'H01M2250/20 (CN) ', 'Y02E60/50 (EP)']",2018-03-16,2018-03-16,61591122,,2018-03-16,,CN107808967A,,CN,,2018,2017,,Company - Limited,H01M8/04201 (CN),CN,2018.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
408,411,"ELECTROLYTIC SOLUTION, BATTERY, BATTERY PACK, ELECTRONIC DEVICE, ELECTRIC VEHICLE, ELECTRICAL STORAGE DEVICE, AND ELECTRIC POWER SYSTEM","ODANI TORU [JP] 
KUBOTA TADAHIKO [JP]",['MURATA MANUFACTURING CO [JP]'],"US10991979B2 
US2019109346A1",1970,"H01M2/26 
H01M2/30 
B60L50/64 
H01M10/0525 
H01M10/0567 
H01M10/0587 
H01M10/44 
H01M10/052 
H01M10/0565 
H01M4/38 
H01M50/20 
H01M50/409 
H01M50/538 
H01M50/543","['B60L50/64 (EP,US) ', 'H01M10/052 (US) ', 'H01M10/0525 (EP,US) ', 'H01M10/0565 (EP,US) ', 'H01M10/0567 (EP,US) ', 'H01M10/0587 (US) ', 'H01M10/44 (US) ', 'H01M4/38 (US) ', 'H01M50/211 (EP,US) ', 'H01M50/213 (EP,US) ', 'H01M50/249 (EP,US) ', 'H01M50/443 (EP,US) ', 'H01M50/446 (EP) ', 'H01M50/451 (EP,US) ', 'H01M50/454 (EP,US) ', 'H01M50/534 (EP,US) ', 'H01M50/536 (EP,US) ', 'H01M2220/20 (EP,US) ', 'H01M2300/0025 (EP) ', 'H01M4/386 (EP) ', 'H01M4/387 (EP) ', 'H01M4/587 (EP) ', 'Y02E60/10 (EP,US) ', 'Y02P70/50 (EP) ', 'Y02T10/70 (EP,US)']","2019-04-11 
2021-04-27",2017-12-28,60784329,,2019-04-11,2021-04-27,US10991979B2,US2019109346A1,US,US,2019,2016,JP,Company - General,"B60L50/64 (EP,US)",US,,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
409,412,Electric automobile supporting gesture control,"XIANG HUA 
LI WENXIA",['GUANGDONG HYDROGEN ENERGY SCIENCE & TECH CO LTD'],CN108248406A,1970,"B60L11/18 
B60L8/00 
B60R16/037 
G06F3/01","['B60L50/72 (CN) ', 'B60L58/30 (CN) ', 'B60L8/003 (CN) ', 'B60L8/006 (CN) ', 'B60R16/037 (CN) ', 'B60R16/0373 (CN) ', 'G06F3/017 (CN) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/40 (EP)']",2018-07-06,2018-07-06,62720471,,2018-07-06,,CN108248406A,,CN,,2018,2016,,Company - Limited,B60L50/72 (CN),CN,2018.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
410,413,Vehicle Using Solar And Control Method thereof,KWON YUNG [KR],['KWON YUNG [KR]'],KR20190121482A,1970,"B60L15/20 
B60L50/50 
B60L8/00 
B60R25/10 
H02S40/38","['B60L15/20 (KR) ', 'B60L53/16 (KR) ', 'B60L58/40 (KR) ', 'B60L8/003 (KR) ', 'B60R25/04 (KR) ', 'H02S40/38 (KR) ', 'B60L2240/423 (KR) ', 'B60L2240/547 (KR) ', 'B60Y2200/91 (KR) ', 'B60Y2400/202 (KR) ', 'Y02B10/10 (EP) ', 'Y02E10/50 (EP) ', 'Y02E60/50 (KR) ', 'Y02E70/30 (EP) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T10/72 (EP) ', 'Y02T90/14 (EP)']",2019-10-28,2019-10-28,68421825,,2019-10-28,,KR20190121482A,,KR,,2019,2018,KR,Individual Inventor,B60L15/20 (KR),KR,2019.0,55,25000.0,25000.0,25000.0,15654.929577464789,15654.929577464789
411,414,Power replenishing system of electric automobile,DONGHUA TONG,['SHANGHAI ZHONGZHI NEWENERGY TECHNOLOGY DEV CO LTD'],CN101875317A,1970,"B60L11/18 
B60S5/00 
H02J7/00","['B60L53/11 (EP) ', 'B60L53/80 (EP) ', 'B60L58/21 (EP) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/14 (EP)']",2010-11-03,2010-11-03,43018037,,2010-11-03,,CN101875317A,,CN,,2010,2009,,Company - Limited,B60L53/11 (EP),CN,2010.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
412,415,Energy source management system of electrically driven vehicle,"MA BINYAN [CN] 
JIANG HONGXIANG [CN] 
JIANG PEIZHANG [CN]",['WEIDA ENERGY SOURCE SCIENCE AN [CN]'],CN1533931A,1970,"B60K26/00 
B60K37/00 
B60L11/00 
G09F9/00 
B60K26/00 
B60K37/00 
B60L11/00 
G09F9/00",,2004-10-06,2004-10-06,34314746,,2004-10-06,,CN1533931A,,CN,,2004,2003,CN,Energy Company,,CN,2004.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
413,416,Plug-in type vehicle-mounted hydrogen generator,"JI CHANGWEI 
WANG SHUOFENG",['UNIV BEIJING TECHNOLOGY'],"CN107190277A 
CN107190277B",1970,"C25B1/04 
C25B15/02 
C25B9/00 
C25B9/04","['C25B1/04 (CN) ', 'C25B15/02 (CN) ', 'C25B9/00 (CN) ', 'C25B9/65 (CN) ', 'Y02E60/36 (EP)']","2017-09-22 
2019-03-22",2017-09-22,59878734,,2017-09-22,2019-03-22,CN107190277A,CN107190277B,CN,CN,2017,2017,,Technology Company,C25B1/04 (CN),CN,,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
414,417,REGENERATIVE CHANGE CONTROLLER FOR ELECTRIC VEHICLE,"TSUJI TADASHI 
SODENO TSUYOSHI",['NISSAN MOTOR'],JPH08163710A,1970,"B60L11/18 
B60L7/12 
H01M10/44 
H02J7/00 
B60L11/18 
B60L7/12 
H01M10/44 
H02J7/00",['Y02E60/10 (EP)'],1996-06-21,1996-06-21,17901785,,1996-06-21,,JPH08163710A,,JP,,1996,1994,,Automotive Manufacturer,Y02E60/10 (EP),JP,1996.0,55,23000.0,23000.0,23000.0,15654.929577464789,15654.929577464789
415,418,Construction method for electric car flying wheel battery auxiliary power system,"CAO BINGGANG [CN] 
ZHOU HAOBIN [CN] 
BAI ZHIFENG [CN] 
BINGGANG CAO [CN] 
HAOBIN ZHOU [CN]","['XIAN COMM UNIV [CN] ', 'UNIV XI AN JIAOTONG [CN]']","CN100386221C 
CN1554545A",1970,"B60K1/04 
B60L11/16 
B60K1/04 
B60L50/30","['Y02T10/70 (EP) ', 'Y02T10/72 (EP)']","2004-12-15 
2008-05-07",2004-12-15,34338112,,2004-12-15,2008-05-07,CN100386221C,CN1554545A,CN,CN,2004,2003,CN,Company - General,Y02T10/70 (EP),CN,,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
416,419,Intelligent energy management method of hydrogen fuel cell hybrid electric vehicle involving degradation,"TAO FAZHAN 
ZHANG YABO 
LU HONGXIN 
FU ZHIGAO 
TANG XIAOLIN 
CHEN BO 
JI BAOFENG 
WANG TONG 
WU HONGHAI 
LI SHUAIYONG 
ZHU LONGLONG 
GAO SONG 
LI MENGYANG 
ZHANG ZHONGCAI 
ZHANG JI 
ZHANG PING 
SUN LIFAN","['LONGMEN LABORATORY ', 'UNIV HENAN SCIENCE & TECH']",CN116834612A,1970,"B60L50/40 
B60L50/75 
B60L58/40 
B60W50/00","['B60L50/40 (CN) ', 'B60L50/75 (CN) ', 'B60L58/40 (CN) ', 'B60W50/00 (CN) ', 'B60L2210/10 (CN) ', 'B60W2050/0019 (CN) ', 'B60W2050/0031 (CN) ', 'B60W2050/0039 (CN)']",2023-10-03,2023-10-03,88170398,,2023-10-03,,CN116834612A,,CN,,2023,2023,,Technology Company,B60L50/40 (CN),CN,2023.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
417,420,HYBRID POWER SYSTEM,ROSSI LORENZO [CA],['WORKSPORT LTD [US]'],WO2023146929A1,1970,"B60L50/75 
B60L58/40 
B60L53/51 
H01M10/44 
H01M8/18","['B60L50/75 (EP) ', 'B60L58/40 (EP) ', 'B60L8/003 (EP) ', 'H01M16/006 (EP) ', 'H01M8/04119 (EP) ', 'H01M8/1007 (EP) ', 'H01M2220/20 (EP) ', 'H01M2250/20 (EP) ', 'H01M2250/402 (EP) ', 'Y02T90/40 (EP)']",2023-08-03,2023-08-03,87472409,,2023-08-03,,WO2023146929A1,,WO,,2023,2022,US,Company - Limited,B60L50/75 (EP),WO,2023.0,55,9000.0,9000.0,9000.0,15654.929577464789,15654.929577464789
418,421,Metal hydride heat storage and heating system for electric vehicle,"DONG KAIJUN 
SUN QIN 
LUO WEIMIN",['GUANGZHOU INST ENERGY CONVERSION CAS'],CN112212213A,1970,"B60H1/00 
F17C11/00 
F17C13/00 
F24V30/00 
H01M10/615 
H01M10/625 
H01M10/6556 
H01M10/6563","['B60H1/00278 (CN) ', 'B60H1/00492 (CN) ', 'F17C11/005 (CN) ', 'F17C13/00 (CN) ', 'F24V30/00 (CN) ', 'H01M10/615 (CN) ', 'H01M10/625 (CN) ', 'H01M10/6556 (CN) ', 'H01M10/6563 (CN) ', 'F17C2221/012 (CN) ', 'Y02E60/10 (EP) ', 'Y02E60/32 (EP)']",2021-01-12,2021-01-12,74058217,,2021-01-12,,CN112212213A,,CN,,2021,2020,,Company - General,B60H1/00278 (CN),CN,2021.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
419,422,Park integrated energy system energy pricing method based on double-layer game model,"YANG DONGFENG 
HE ZIQIAN 
WANG ZHIWEI 
SUN YONG 
LI BAOJU 
LIU XIAOJUN 
JIANG CHAO 
WANG XI 
ZUO SHENGYU 
WANG QI 
ZHANG YURUN 
WU ZIYANG",['UNIV NORTHEAST DIANLI'],"CN116720879A 
CN116720879B",1970,"G06N5/04 
G06Q10/0631 
G06Q30/0201 
G06Q50/06","['G06N5/042 (CN) ', 'G06Q10/06315 (CN) ', 'G06Q30/0206 (CN) ', 'G06Q50/06 (CN)']","2023-09-08 
2024-04-05",2023-09-08,87867750,,2023-09-08,2024-04-05,CN116720879A,CN116720879B,CN,CN,2023,2023,,University/Research Institution,G06N5/042 (CN),CN,,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
420,423,Novel lead-acid storage battery of electric vehicle,"JIE NI 
WENSHENG CHEN",['ZHEJIANG LUYUAN ELECTRIC VEHICLE CO LTD'],CN201392870Y,1970,"H01M10/06 
H01M50/193 
H01M50/541 
H01M50/543 
H01M50/569",['Y02E60/10 (EP)'],2010-01-27,2010-01-27,41599691,,2010-01-27,,CN201392870Y,,CN,,2010,2009,,Company - Limited,Y02E60/10 (EP),CN,2010.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
421,424,2LITHIUM SECONDARY BATTERY,"ARAI JUNICHI 
KOBAYASHI MITSURU 
YAMAUCHI SHUKO",['HITACHI LTD'],"KR100446928B1 
KR20020088048A",1970,"H01M10/40 
H01M10/05 
H01M10/052 
H01M10/0566 
H01M10/0567 
H01M10/0569 
H01M10/36 
H01M10/42 
H01M6/16","['H01M10/05 (EP,US) ', 'H01M10/052 (EP,US) ', 'H01M10/0525 (KR) ', 'H01M10/0566 (EP,US) ', 'H01M10/0567 (EP,KR,US) ', 'H01M10/0569 (EP,KR,US) ', 'H01M10/4235 (EP,US) ', 'H01M6/164 (EP,US) ', 'B82Y30/00 (KR) ', 'H01M10/0525 (EP,US) ', 'H01M2300/0034 (EP,US) ', 'H01M6/168 (EP,US) ', 'Y02E60/10 (EP) ', 'Y02T10/70 (US) ', 'Y10T29/49108 (EP,US)']","2002-11-25 
2004-09-01",2002-11-20,18990105,,2002-11-25,2004-09-01,KR100446928B1,KR20020088048A,KR,KR,2002,2001,,Company - Limited,"H01M10/05 (EP,US)",KR,,55,25000.0,25000.0,25000.0,15654.929577464789,15654.929577464789
